# STEP golden vectors — mesh spec step-mesh-v1
# columns: name	lat_deg	lon_deg	level	triangle_id
# DO NOT EDIT BY HAND; regenerate via golden-gen on spec change only
rand_083	-47.9556559	124.4802547	21	17.1.2.2.4.4.3.4.3.2.1.4.2.1.1.2.2.1.4.4.2
rand_084	-75.3026582	-14.3325128	10	20.2.4.3.2.3.3.1.2.4
rand_084	-75.3026582	-14.3325128	21	20.2.4.3.2.3.3.1.2.4.1.2.3.1.4.1.4.3.3.1.3
rand_085	14.7119552	131.4330551	10	7.3.4.3.1.3.4.4.4.4
rand_085	14.7119552	131.4330551	21	7.3.4.3.1.3.4.4.4.4.1.4.3.1.4.3.4.2.2.1.3
rand_086	26.0361790	-65.9745207	10	10.1.1.1.3.3.3.4.3.4
rand_086	26.0361790	-65.9745207	21	10.1.1.1.3.3.3.4.3.4.4.1.1.3.1.2.1.3.1.2.4
rand_087	35.3415793	-6.6278816	10	5.3.1.4.2.3.4.2.4.3
rand_087	35.3415793	-6.6278816	21	5.3.1.4.2.3.4.2.4.3.2.2.4.1.2.1.2.3.2.2.4
rand_088	67.6031605	-99.1407496	10	4.1.3.3.3.2.3.4.2.3
rand_088	67.6031605	-99.1407496	21	4.1.3.3.3.2.3.4.2.3.1.2.3.1.3.4.1.3.4.4.4
rand_089	-18.6076529	-137.1430692	10	13.4.1.2.1.3.3.2.2.2
rand_089	-18.6076529	-137.1430692	21	13.4.1.2.1.3.3.2.2.2.1.4.2.3.3.4.3.1.3.4.1
rand_090	-65.2253405	120.8339368	10	17.2.3.4.4.3.3.1.4.2
rand_090	-65.2253405	120.8339368	21	17.2.3.4.4.3.3.1.4.2.3.2.4.3.4.4.1.2.1.2.4
rand_091	45.1038622	-97.2159177	10	4.4.2.2.1.4.3.4.4.1
rand_091	45.1038622	-97.2159177	21	4.4.2.2.1.4.3.4.4.1.2.3.3.4.4.1.3.1.3.3.2
rand_092	9.4719482	155.6994259	10	12.3.3.2.3.2.1.4.4.2
rand_092	9.4719482	155.6994259	21	12.3.3.2.3.2.1.4.4.2.3.2.3.2.3.4.3.2.1.3.3
rand_093	-26.2758605	-169.8236716	10	13.1.1.4.1.2.3.2.4.1
rand_093	-26.2758605	-169.8236716	21	13.1.1.4.1.2.3.2.4.1.3.4.4.2.2.2.1.4.4.2.4
rand_094	-9.4138716	-68.9645783	10	14.4.4.4.1.4.3.2.4.3
rand_094	-9.4138716	-68.9645783	21	14.4.4.4.1.4.3.2.4.3.3.3.1.1.1.4.4.4.1.2.4
rand_095	-30.6374304	77.1126171	10	11.2.3.1.4.1.4.1.1.3
rand_095	-30.6374304	77.1126171	21	11.2.3.1.4.1.4.1.1.3.2.4.2.2.3.2.2.4.1.2.1
rand_096	-3.1707129	26.3358003	10	6.2.3.4.3.2.2.4.3.2
rand_096	-3.1707129	26.3358003	21	6.2.3.4.3.2.2.4.3.2.2.1.4.3.3.1.4.2.2.4.3
rand_097	-30.0199677	-25.4945571	10	20.1.1.3.2.4.3.3.3.4
rand_097	-30.0199677	-25.4945571	21	20.1.1.3.2.4.3.3.3.4.3.1.4.1.2.3.4.1.4.3.2
rand_098	20.9763532	55.0752637	10	6.3.4.4.4.3.3.1.2.1
rand_098	20.9763532	55.0752637	21	6.3.4.4.4.3.3.1.2.1.2.2.3.1.4.4.4.3.2.4.1
rand_099	-16.5918524	-65.5438359	10	14.4.1.2.1.2.3.4.2.1
rand_099	-16.5918524	-65.5438359	21	14.4.1.2.1.2.3.4.2.1.3.2.1.4.1.4.3.4.1.1.4
